growing_site_name,address,has_chicago,add_chicago,full_address,Latitude,Longitude,location,ward,community,district_n,ownership,growing_site_website,public_contact_info,facebook,evidence_of_support_organizations,is_growing_site_fenced,is_growing_site_locked,food_producing,compost_system,is_growing_site_dormant,other_support_organization,season_extension_techniques,structures_and_features,water,choose_growing_site_types,community_garden,if_it_s_a_community_garden_is_it_collective_or_allotment,neighborhood
Gary Elementary School Garden,3740 W 31st St,TRUE,Chicago IL,3740 W 31st St Chicago IL,41.8379054,-87.7187846,"[41.8379054,-87.7187845999999]",22,CHICAGO,7,,http://lvejo.org/,,https://www.facebook.com/pages/Little-Village-Environmental-Justice-Organization-LVEJO/92669819450,,TRUE,TRUE,TRUE,,FALSE,LVEJO,Cold Frame  Cold Tunnel,Seating Area  Shed / Storage box,Hose connected to private property,Community Garden  Food Donation  School Garden,,Collective,
La Villita Nature Play Garden,4231 W. 25th Place  Chicago  IL 60623,FALSE,,4231 W. 25th Place  Chicago  IL 60623,41.844825,-87.73077,"[41.844825,-87.7307699999999]",22,CHICAGO,7,NeighborSpace,,,https://www.facebook.com/La-Villita-Nature-Play-Garden-1819962374975158/,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,On site water source,Community Garden  School Garden,TRUE,Collective,
Jardin de la Amistad,4280 W 27th St,TRUE,Chicago IL,4280 W 27th St Chicago IL,41.8424709,-87.7314617,"[41.8424709,-87.7314617]",22,CHICAGO,7,,http://enlacechicago.org/programs-page/community-economic-development/placemaking/greenspace-and-pocket-parks/friendship-gardenjardin-de-amistad-27th-and-kildare/,,http://enlacechicago.org/,,TRUE,TRUE,TRUE,,FALSE,Enlace,Hoop house,Compost System  Seating Area  Shed / Storage box,Rain collection system ( rain barrels  cisterns),Community Garden  Ornamental / Beautification,,Collective,
Mr. Keeler's Pumpkin Eater's,4168 W 25th St,TRUE,Chicago IL,4168 W 25th St Chicago IL,41.8462289,-87.7288944,"[41.8462289,-87.7288944]",22,CHICAGO,7,,http://enlacechicago.org/programs-page/community-economic-development/placemaking/greenspace-and-pocket-parks/mr-keelers-pumpkin-eaters-25th-and-keeler/,,http://enlacechicago.org/,,TRUE,FALSE,TRUE,TRUE,FALSE,Enlace,,Information Kiosk  Seating Area,On site water source,Community Garden  Habitat / Conservation / Prairie,TRUE,Collective,
UPrising Garden,3742 W 28th St,TRUE,Chicago IL,3742 W 28th St Chicago IL,41.8408873,-87.7185751,"[41.8408873,-87.7185751]",22,CHICAGO,7,,http://www.universidadpopular.us/,,https://www.facebook.com/UPLatinCenter,,TRUE,FALSE,TRUE,,FALSE,CLOCC,,Compost System  Grill / Cooking Station  Seating Area,Hose connected to private property,Community Garden  Ornamental / Beautification,,Collective,
Corkery Elementary School Butterfly Garden (Daniel J.),2510 S Kildare,TRUE,Chicago IL,2510 S Kildare Chicago IL,41.8456092,-87.7322715,"[41.8456092,-87.7322715]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,Collective,
Castellanos Elementary School (Rosario),2524 S Central Park Ave  Chicago  IL,FALSE,,2524 S Central Park Ave  Chicago  IL,41.8456046,-87.7151907,"[41.8456046,-87.7151907]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Dominguez Elementary School (Josefa Ortiz De),3000 S Lawndale Ave,TRUE,Chicago IL,3000 S Lawndale Ave Chicago IL,41.8382787,-87.7176238,"[41.8382787,-87.7176238]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Little Village Elementary Academy,2620 S Lawndale Ave,TRUE,Chicago IL,2620 S Lawndale Ave Chicago IL,41.8429553,-87.7175408,"[41.8429553,-87.7175408]",22,CHICAGO,7,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Little Village High School,3120 S Kostner Ave Chicago IL,FALSE,,3120 S Kostner Ave Chicago IL,41.8358649,-87.7356218,"[41.8358649,-87.7356217999999]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Madero Middle School,3202 W 28th St,TRUE,Chicago IL,3202 W 28th St Chicago IL,41.8409871,-87.7052921,"[41.8409871,-87.7052921]",22,CHICAGO,7,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Seating Area  Teaching Area,Irrigation System  On site water source,School Garden,FALSE,,
McCormick Elementary School (Cyrus H.),2712 S Sawyer,TRUE,Chicago IL,2712 S Sawyer Chicago IL,41.8420188,-87.7065395,"[41.8420188,-87.7065394999999]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Whitney Elementary School (Eli),2815 S Komensky Ave,TRUE,Chicago IL,2815 S Komensky Ave Chicago IL,41.8400433,-87.7253604,"[41.8400433,-87.7253604]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Zapata Elementary Academy (Emiliano),2728 S Kostner,TRUE,Chicago IL,2728 S Kostner Chicago IL,41.8413579,-87.7346282,"[41.8413579,-87.7346282]",22,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Edison Park Elementary School,6220 N Olcott Ave,TRUE,Chicago IL,6220 N Olcott Ave Chicago IL,41.9939514,-87.814153,"[41.9939514,-87.8141529999999]",41,NORWOOD PARK,9,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Dirksen Elementary School (Everett McKinley),8601 W Foster Ave Chicago IL,FALSE,,8601 W Foster Ave Chicago IL,41.9730145,-87.841629,"[41.9730145,-87.841629]",41,OHARE,9,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Ebinger School Garden (Christian Sr.),7350 W Pratt Ave,TRUE,Chicago IL,7350 W Pratt Ave Chicago IL,42.0045969,-87.8107945,"[42.0045969,-87.8107945]",41,EDISON PARK,9,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Edgebrook Elementary School,6525 N Hiawatha Ave,TRUE,Chicago IL,6525 N Hiawatha Ave Chicago IL,41.9996044,-87.7609374,"[41.9996044,-87.7609374]",41,FOREST GLEN,10,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Garvy Elementary School (John W.),5225 N Oak Park,TRUE,Chicago IL,5225 N Oak Park Chicago IL,41.9762615,-87.7959299,"[41.9762615,-87.7959298999999]",41,NORWOOD PARK,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Norwood Park School Garden,5900 N Nina Ave,TRUE,Chicago IL,5900 N Nina Ave Chicago IL,41.9892457,-87.8027038,"[41.9892457,-87.8027037999999]",41,NORWOOD PARK,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Onahan Elementary School (William J.),6634 W Raven,TRUE,Chicago IL,6634 W Raven Chicago IL,41.9948495,-87.7926259,"[41.9948495,-87.7926258999999]",41,NORWOOD PARK,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Revere Charter Middle School (Paul),12331 Gregory St,TRUE,Chicago IL,12331 Gregory St Chicago IL,41.669144,-87.6781168,"[41.669144,-87.6781168]",41,NORWOOD PARK,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Stock Elementary School (Frederick),7507 W Birchwood,TRUE,Chicago IL,7507 W Birchwood Chicago IL,42.0164659,-87.8145963,"[42.0164659,-87.8145962999999]",41,EDISON PARK,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Taft High School,6530 W Bryn Mawr Ave,TRUE,Chicago IL,6530 W Bryn Mawr Ave Chicago IL,41.9847629,-87.7912428,"[41.9847629,-87.7912427999999]",41,NORWOOD PARK,9,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Chicago Department of Aviation's Environmental Initiatives,10510 W Zemke Rd,TRUE,Chicago IL,10510 W Zemke Rd Chicago IL,41.9948988,-87.8877511,"[41.9948988,-87.8877511]",41,OHARE,17,,http://www.flychicago.com/OHare/EN/AboutUs/Sustainability/Apiary.aspx,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm  Rooftop,FALSE,,
Blue Star Memorial Garden,N Avondale Ave & Harlem Ave  Chicago  IL  60631,FALSE,,N Avondale Ave & Harlem Ave  Chicago  IL  60631,41.9957843,-87.806816,"[41.9957843,-87.806816]",41,NORWOOD PARK,9,NeighborSpace,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Ornamental / Beautification,,,
Oriole Park School Teaching Farm,5424 N Oketo Ave  Chicago  IL 60656  USA,FALSE,,5424 N Oketo Ave  Chicago  IL 60656  USA,41.9785898,-87.8129408,"[41.9785898,-87.8129407999999]",41,NORWOOD PARK,9,Chicago Public Schools,www.opsteachingfarm.com,Julie Fehler-Render,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Seating Area  Teaching Area  Play Area,On site water source,School Garden,FALSE,Collective,
Bogan High School (William J.),3939 W 79th St,TRUE,Chicago IL,3939 W 79th St Chicago IL,41.748772,-87.7208789,"[41.748772,-87.7208789]",18,ASHBURN,11,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Carroll-Rosenwald Specialty Elementary School Garden,2929 W 83rd St Chicago IL,FALSE,,2929 W 83rd St Chicago IL,41.7421156,-87.6968995,"[41.7421156,-87.6968995]",18,ASHBURN,3,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Dawes Elementary School,3810 W 81st Pl,TRUE,Chicago IL,3810 W 81st Pl Chicago IL,41.7454403,-87.7174925,"[41.7454403,-87.7174924999999]",18,ASHBURN,11,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Durkin Park Elementary School,8445 S Kolin Ave,TRUE,Chicago IL,8445 S Kolin Ave Chicago IL,41.7390682,-87.7294207,"[41.7390682,-87.7294206999999]",18,ASHBURN,11,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Lionel Hampton Elementary Fine & Performing Arts School,3434 W 77th St,TRUE,Chicago IL,3434 W 77th St Chicago IL,41.75381,-87.7084096,"[41.75381,-87.7084096]",18,ASHBURN,3,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Stevenson School (Adlai E.),8010 S Kostner Ave,TRUE,Chicago IL,8010 S Kostner Ave Chicago IL,41.7470356,-87.7321952,"[41.7470356,-87.7321951999999]",18,ASHBURN,11,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
CYDI Community Garden Program,7647 S Halsted St,TRUE,Chicago IL,7647 S Halsted St Chicago IL,41.754523,-87.643817,"[41.754523,-87.643817]",17,AUBURN GRESHAM,3,,,,,,TRUE,FALSE,TRUE,,FALSE,,Hoop house,Compost System  Shed / Storage box  Water Feature (ponds  fountain),Hose connected to private property,Community Garden  School Garden,,,
7900 South Lowe Block Club Garden,7932 S Lowe Ave  Chicago  IL 60620  USA,FALSE,,7932 S Lowe Ave  Chicago  IL 60620  USA,41.7497105,-87.640703,"[41.7497105,-87.640703]",17,AUBURN GRESHAM,3,NeighborSpace,,Myra Cobbins 773-874-4843,,,,,,,,,,,,,,Collective,
Beloved Community Peace Garden,7823 S Racine St,TRUE,Chicago IL,7823 S Racine St Chicago IL,41.751512,-87.6535061,"[41.751512,-87.6535061]",17,AUBURN GRESHAM,3,,http://www.belovedcommunitychicago.org/,,,,TRUE,FALSE,TRUE,,FALSE,The Beloved Community,Hoop house,Compost System,Hose connected to private property,Community Garden  Congregation Garden,,,
Morganway Community Garden,7844 S Morgan St,TRUE,Chicago IL,7844 S Morgan St Chicago IL,41.751052,-87.649261,"[41.751052,-87.649261]",17,AUBURN GRESHAM,3,NeighborSpace,http://www.gagdc.org/Our-community/Partnerships/Morganway-Community-Garden-and-Park-There-is-no-Unity-Without-Community.html,,,,TRUE,TRUE,TRUE,,FALSE,,,,On site water source,Community Garden,,Collective,
Goode STEM Academy (Sarah E.),7651 S Honore St,TRUE,Chicago IL,7651 S Honore St Chicago IL,41.7542544,-87.6693475,"[41.7542544,-87.6693475]",17,AUBURN GRESHAM,3,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,TRUE,Allotment,
Oglesby Elementary School (Richard J),7646 South Green St,TRUE,Chicago IL,7646 South Green St Chicago IL,41.7547297,-87.6460102,"[41.7547297,-87.6460101999999]",17,AUBURN GRESHAM,3,Chicago Public Schools,http://www.oglesbyelementary.org/,,N,Gardeneers,TRUE,TRUE,TRUE,FALSE,FALSE,Healthy Roots Raised Bed Gardens,,,,Food Donation  School Garden,FALSE,,
Westcott Elementary School,409 W 80th St Chicago IL,FALSE,,409 W 80th St Chicago IL,41.7483789,-87.6357583,"[41.7483789,-87.6357582999999]",17,CHATHAM,3,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Covered Area  Seating Area  Teaching Area  Handicap accessible bed,Irrigation System  Irrigation System  On site water source,School Garden,FALSE,,
SOS Children's Village Wellness Garden,7710 S Parnell Ave  Chicago  IL 60620  USA,FALSE,,7710 S Parnell Ave  Chicago  IL 60620  USA,41.7544082,-87.6386468,"[41.7544082,-87.6386467999999]",17,GREATER GRAND CROSSING,3,Private,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,SOS Children's Village  The Abundance Project,,Artwork / Sculptures  Compost System  Educational Signage  Teaching Area  Shed / Storage box  Seating Area  Play Area,City Fire Hydrant  Hose connected to private property  Irrigation System,Community Garden  Demo / Training / Program,TRUE,,
7506 S Racine Ave (Urban Canopy),7506 S Racine Ave  Chicago  IL 60620  USA,FALSE,,7506 S Racine Ave  Chicago  IL 60620  USA,41.7573854,-87.6543366,"[41.7573854,-87.6543366]",17,AUBURN GRESHAM,3,Private,theurbancanopy.org,info@theurbancanopy.org,facebook.com/theurbancanopy,Chicago Park District  Greencorps Chicago  Other,TRUE,FALSE,TRUE,TRUE,FALSE,Experimental Station  Nature's Little Recyclers  countless local farms..,,Compost System  Shed / Storage box,Irrigation System  Hose connected to private property,Community Garden  Urban Farm  Urban Agriculture Organization,TRUE,Collective,
Marquette Park,6734 S Kedzie Ave,TRUE,Chicago IL,6734 S Kedzie Ave Chicago IL,41.7706044,-87.7030721,"[41.7706044,-87.7030721]",17,CHICAGO,11,Chicago Park District,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Shed / Storage box,No apparent water source,Community Garden,,Unclear,
Tarkington Elementary School of Excellence Garden Club,3330 W 71st St,TRUE,Chicago IL,3330 W 71st St Chicago IL,41.7646531,-87.706562,"[41.7646531,-87.7065619999999]",17,CHICAGO,11,,,,,,FALSE,FALSE,TRUE,,FALSE,Tarkington School of Excellence,Greenhouse,Compost System  Seating Area  Shed / Storage box  Teaching Area  Gazebo  Information Kiosk,Hose connected to private property,Community Garden  School Garden  Habitat / Conservation / Prairie  Ornamental / Beautification,,Unclear,
Randolph Elementary School (Asa Philip),7316 S Hoyne Ave,TRUE,Chicago IL,7316 S Hoyne Ave Chicago IL,41.7605625,-87.6769134,"[41.7605625,-87.6769133999999]",17,CHICAGO,2,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,Collective,
Southside Occupational Academy,7342 S Hoyne Ave  Chicago  IL 60636  USA,FALSE,,7342 S Hoyne Ave  Chicago  IL 60636  USA,41.7596937,-87.67622,"[41.7596937,-87.67622]",17,CHICAGO,2,Chicago Public Schools,http://southsideoccupational.org/,773-535-9100  gksullivan1@cps.edu,,The Kitchen Community  Greencorps Chicago  U of I Extension  Other,FALSE,FALSE,TRUE,TRUE,FALSE,Westside Bee Boyz  Greater Englewood Garden Association,Cold Tunnel  Greenhouse,Compost System  Seating Area  Shed / Storage box  Teaching Area  Artwork / Sculptures  Educational Signage  Handicap accessible bed  Information Kiosk,On site water source  Irrigation System  Rain collection system ( rain barrels  cisterns),School Garden  Orchard  Demo / Training / Program  Habitat / Conservation / Prairie  Ornamental / Beautification,FALSE,,
Dixon Elementary School Garden (Arthur),8306 S St. Lawrence Ave,TRUE,Chicago IL,8306 S St. Lawrence Ave Chicago IL,41.7432729,-87.6105382,"[41.7432729,-87.6105382]",6,CHATHAM,4,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Harvard Elementary School of Excellence (John),7525 S Harvard Chicago IL,FALSE,,7525 S Harvard Chicago IL,41.7578805,-87.6323027,"[41.7578805,-87.6323027]",6,GREATER GRAND CROSSING,3,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Covered Area  Handicap accessible bed  Play Area  Seating Area  Teaching Area,On site water source  On site water source  Irrigation System,School Garden,FALSE,,
Neil School Garden (Jane A.),8555 S Michigan Ave,TRUE,Chicago IL,8555 S Michigan Ave Chicago IL,41.7389837,-87.6205784,"[41.7389837,-87.6205784]",6,CHATHAM,4,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Seating Area  Teaching Area  Handicap accessible bed  Artwork / Sculptures,Irrigation System  On site water source,School Garden,FALSE,,
Pirie Fine Arts & Academic Center Elementary School (John T.),650 E 85th St,TRUE,Chicago IL,650 E 85th St Chicago IL,41.7406694,-87.6083274,"[41.7406694,-87.6083274]",6,CHATHAM,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Ruggles School (Martha M.),7831 South Prairie Ave,TRUE,Chicago IL,7831 South Prairie Ave Chicago IL,41.7522805,-87.6176352,"[41.7522805,-87.6176352]",6,GREATER GRAND CROSSING,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Park Manor,7037 S Rhodes Ave Chicago IL,FALSE,,7037 S Rhodes Ave Chicago IL,41.766674,-87.6112817,"[41.7666739999999,-87.6112816999999]",6,GREATER GRAND CROSSING,3,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Brownell Elementary School Garden (Charles S.),6741 S Michigan Ave,TRUE,Chicago IL,6741 S Michigan Ave Chicago IL,41.7712075,-87.6214482,"[41.7712075,-87.6214481999999]",6,GREATER GRAND CROSSING,2,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Parker Elementary Community Academy (Francis W.),6800 S Stewart Ave Chicago IL,FALSE,,6800 S Stewart Ave Chicago IL,41.7708882,-87.6327472,"[41.7708881999999,-87.6327472]",6,ENGLEWOOD,2,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Tanner Elementary School Garden (Henry O.),7350 S Evans Ave,TRUE,Chicago IL,7350 S Evans Ave Chicago IL,41.7607693,-87.6070516,"[41.7607693,-87.6070515999999]",6,GREATER GRAND CROSSING,3,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Eat to Live Urban Farm & Garden,7029-35 S. Princeton,TRUE,Chicago IL,7029-35 S. Princeton Chicago IL,41.766275,-87.6318957,"[41.766275,-87.6318957]",6,GREATER GRAND CROSSING,2,NeighborSpace,http://everythinggoode2l.org/,,https://www.facebook.com/EatToLiveEnglewoodUrbanGardenAndFarmDevelopment,,TRUE,FALSE,TRUE,TRUE,FALSE,Angelic Organics Learning Center  Real Men Charities  Inc.  City of Chicago Department of Planning and Development,,Compost System  Information Kiosk,City Fire Hydrant,Urban Farm  Community Garden  Demo / Training / Program  School Garden,TRUE,,
69th and Stewart Block Club Garden,6946 S Stewart Ave  Chicago  IL 60621  USA,FALSE,,6946 S Stewart Ave  Chicago  IL 60621  USA,41.7675728,-87.6349946,"[41.7675728,-87.6349946]",6,ENGLEWOOD,2,NeighborSpace,http://neighbor-space.org/2012/05/24/69th-and-stewart-block-club-garden/,,,,FALSE,FALSE,FALSE,,,,,,,,,Collective,
66th S Sangamon Community Garden,6619 S Sangamon St,TRUE,Chicago IL,6619 S Sangamon St Chicago IL,41.7736347,-87.6479903,"[41.7736347,-87.6479902999999]",6,ENGLEWOOD,2,,http://www.teamworkenglewood.org/Smart-Communities-Program/66th-Community-Garden.html,,,,,,FALSE,,FALSE,,,,,Community Garden,,,
Brianna M Richardson Garden,7010 S Halsted St,TRUE,Chicago IL,7010 S Halsted St Chicago IL,41.7664768,-87.644607,"[41.7664768,-87.644607]",6,ENGLEWOOD,2,,,,,,TRUE,FALSE,TRUE,,FALSE,,,,Hose connected to private property,Community Garden  Congregation Garden,,,
Morgan Way of Peace Garden/6500 S Morgan Block Club Garden,6509 S Morgan St,TRUE,Chicago IL,6509 S Morgan St Chicago IL,41.7757411,-87.6491705,"[41.7757411,-87.6491705]",6,ENGLEWOOD,2,,,,,,TRUE,FALSE,TRUE,,FALSE,,Hoop house,Seating Area,Rain collection system ( rain barrels  cisterns)  Hose connected to private property,Community Garden,,Collective,
,920 S 71st St,TRUE,Chicago IL,920 S 71st St Chicago IL,41.7653533,-87.6478042,"[41.7653533,-87.6478042]",6,ENGLEWOOD,2,,,,,,TRUE,FALSE,FALSE,,TRUE,,,,Hose connected to private property,Community Garden  Community Farm,,Collective,
Bond Elementary School (Carrie Jacobs),7050 S May,TRUE,Chicago IL,7050 S May Chicago IL,41.765755,-87.6532525,"[41.765755,-87.6532525]",6,ENGLEWOOD,2,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Hinton Elementary School (William Augustus),644 W 71st St,TRUE,Chicago IL,644 W 71st St Chicago IL,41.7655897,-87.6413094,"[41.7655897,-87.6413094]",6,ENGLEWOOD,2,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Wentworth Elementary School (Daniel),1340 W. 71st Street,TRUE,Chicago IL,1340 W. 71st Street Chicago IL,41.7653177,-87.6583404,"[41.7653177,-87.6583404]",6,CHICAGO,2,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Covered Area  Seating Area  Teaching Area,Irrigation System  On site water source,School Garden,FALSE,,
Dorchester Community Garden,6953 S Dorchester Ave  Chicago  IL 60637  USA,FALSE,,6953 S Dorchester Ave  Chicago  IL 60637  USA,41.7680548,-87.590655,"[41.7680548,-87.590655]",5,SOUTH SHORE,3,NeighborSpace,,,https://www.facebook.com/dorchestergarden/about,,,,TRUE,,,,,,,,,,
Loving Thy Neighbor Community Garden,6847 S Dorchester Ave,TRUE,Chicago IL,6847 S Dorchester Ave Chicago IL,41.770053,-87.5907129,"[41.770053,-87.5907129]",5,SOUTH SHORE,3,,,,,,TRUE,TRUE,TRUE,,FALSE,,,,Hose connected to private property,Community Garden,,,
Tranquil Garden,1436 E 68th St  Chicago  IL 60637  USA,FALSE,,1436 E 68th St  Chicago  IL 60637  USA,41.7717446,-87.5895495,"[41.7717446,-87.5895494999999]",5,SOUTH SHORE,3,NeighborSpace,http://neighbor-space.org/2011/05/20/tranquil-garden/,Jeannie Williams 773-955-1853,,NeighborSpace,,,,,,,,,,,TRUE,Collective,
55th and Woodlawn Garden,5481 S Woodlawn Ave,TRUE,Chicago IL,5481 S Woodlawn Ave Chicago IL,41.7955684,-87.5963524,"[41.7955684,-87.5963524]",5,HYDE PARK,3,,http://woodlawngarden.blogspot.com/,,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Grill / Cooking Station  Seating Area  Shed / Storage box  Artwork / Sculptures,Rain collection system ( rain barrels  cisterns),Community Garden  Food Donation  Ornamental / Beautification,,,
Jackson Park Urban Farm,1630 E Marquette Dr,TRUE,Chicago IL,1630 E Marquette Dr Chicago IL,41.775251,-87.5848654,"[41.775251,-87.5848654]",5,WOODLAWN,3,Chicago Park District,http://www.growingpower.org/chicago_projects.htm,,https://www.facebook.com/pages/Growing-Power-Chicago/270149016353751,,TRUE,FALSE,TRUE,,FALSE,Growing Power,Cold Frame,Compost System  Seating Area  Shed / Storage box  Covered Area,On site water source  Rain collection system ( rain barrels  cisterns),Community Garden  Urban Farm  Ornamental / Beautification  Urban Agriculture Organization,,Allotment,
Lutheran School of Theology at Chicago Green Zone,1100 E 55th St,TRUE,Chicago IL,1100 E 55th St Chicago IL,41.7957165,-87.598876,"[41.7957165,-87.5988759999999]",5,HYDE PARK,3,,,,https://www.facebook.com/pages/Lutheran-School-of-Theology-at-Chicago/58947616764?fref=ts,,TRUE,TRUE,TRUE,,FALSE,,Cold Tunnel,Compost System  Grill / Cooking Station,Hose connected to private property,Community Garden  (Assisted) Housing,,Allotment,
Nichols Park,5807 S Kenwood Ave,TRUE,Chicago IL,5807 S Kenwood Ave Chicago IL,41.7893162,-87.5931614,"[41.7893161999999,-87.5931614]",5,HYDE PARK,3,Chicago Park District,www.chicagoparkdistrict.com,,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area,,Community Garden,,Allotment,
Park Shore East/Hyde Park Academy Environmental Studies Nature Park,6287 S Harper Ave,TRUE,Chicago IL,6287 S Harper Ave Chicago IL,41.7809512,-87.587841,"[41.7809512,-87.587841]",5,WOODLAWN,3,,,,,,TRUE,TRUE,TRUE,,FALSE,,Hoop house,Seating Area  Shed / Storage box,Hose connected to private property,Community Garden  School Garden  (Assisted) Housing,,Collective,
South Merrill Community Garden,7032 S Merrill Ave,TRUE,Chicago IL,7032 S Merrill Ave Chicago IL,41.7670423,-87.5729884,"[41.7670423,-87.5729884]",5,SOUTH SHORE,3,NeighborSpace,http://neighbor-space.org/2012/06/23/southmerrill/,,,,TRUE,FALSE,TRUE,TRUE,FALSE,,,Compost System  Information Kiosk,On site water source,Community Garden  Congregation Garden,TRUE,Collective,
St. Thomas the Apostle,5467 S Woodlawn Ave,TRUE,Chicago IL,5467 S Woodlawn Ave Chicago IL,41.7959771,-87.596357,"[41.7959770999999,-87.596357]",5,HYDE PARK,3,,http://www.stapostleschool.com/,,,,,,FALSE,,FALSE,,,,,Community Garden,,Collective,
The Building Group Apartment,5844 S Stony Island Ave,TRUE,Chicago IL,5844 S Stony Island Ave Chicago IL,41.7885965,-87.5872515,"[41.7885965,-87.5872515]",5,HYDE PARK,3,,,,,,TRUE,TRUE,TRUE,,FALSE,,,Grill / Cooking Station  Seating Area  Play Area,On site water source,Ornamental / Beautification,,,
Timuel D Black Edible Arts Garden,5710 Woodlawn Ave,TRUE,Chicago IL,5710 Woodlawn Ave Chicago IL,41.7910313,-87.5968574,"[41.7910313,-87.5968573999999]",5,HYDE PARK,3,,,,,,FALSE,FALSE,TRUE,,FALSE,University of Chicago,,Seating Area  Covered Area,Hose connected to private property,Community Garden  Ornamental / Beautification  Demo / Training / Program,,Allotment,
Murray Language Academy,5335 S Kenwood Ave,TRUE,Chicago IL,5335 S Kenwood Ave Chicago IL,41.7982087,-87.5925169,"[41.7982087,-87.5925168999999]",5,HYDE PARK,3,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,Collective,
